mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ridge__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,mean_train_score,std_train_score
1.499795824289322,0.5705023162449588,0.3770260512828827,0.07793264629732559,0.01,{'ridge__alpha': 0.01},-0.9444626977590769,-0.8261062079548548,-0.8594847275986252,-0.8350893804315835,-0.79606875988481,-0.930340737539861,-1.0284658384277745,-0.8802994185926738,-0.8875397210236575,0.07129505503984392,85,-0.610163907676569,-0.6593254557955261,-0.6733967152416607,-0.6992213813405042,-0.7200853940389621,-0.7279330158343486,-0.7545262725002295,-0.783995360810182,-0.7035809379047477,0.051892568789542154
1.5149920880794525,0.6701098920544247,0.3396533727645874,0.08073485039449507,0.02,{'ridge__alpha': 0.02},-0.9444635307170877,-0.8261029953062379,-0.8594896083193844,-0.8350904579046754,-0.7960710584262197,-0.9303475427573811,-1.0284666897351011,-0.8803059655172442,-0.8875422310854164,0.07129541440268758,90,-0.6101639078205331,-0.6593254558192895,-0.6733967115129679,-0.6992213809330885,-0.720085396676509,-0.7279328357998236,-0.7545259869058245,-0.783995348252109,-0.7035808779650181,0.05189252109393859
1.497987151145935,0.6525957831945008,0.3505631685256958,0.0954333144785512,0.03,{'ridge__alpha': 0.03},-0.9444542569232464,-0.8261023529756558,-0.8594795166591044,-0.8350902574966271,-0.7960701642707341,-0.9303516523850404,-1.0284608053356998,-0.8803155608579598,-0.8875405708630084,0.07129394929625568,88,-0.6101639079867827,-0.6593254558654035,-0.6733967172551882,-0.6992213809470602,-0.7200853962703853,-0.727932420915581,-0.7545264330569209,-0.7839953409141441,-0.7035808816514333,0.051892549610613285
1.2026930451393127,0.41842143608120286,0.3018348217010498,0.11049557934856469,0.04,{'ridge__alpha': 0.04},-0.9444526168860742,-0.8261027434274799,-0.8594766403697796,-0.8350620267795775,-0.7960708428383906,-0.9303495552586313,-1.0284660134981725,-0.8803408567370663,-0.8875401619743966,0.07129718258838462,87,-0.6101639084087476,-0.6593254559975346,-0.673396717789076,-0.6992217322080545,-0.7200853967094609,-0.7279324477049284,-0.7545259871364928,-0.7839947770904242,-0.7035808028805899,0.05189238342550538
1.1452553272247314,0.49579225874166816,0.2649819254875183,0.06850135406542988,0.05,{'ridge__alpha': 0.05},-0.944450461586278,-0.8260999847377322,-0.8594781784392016,-0.8350896064804202,-0.7960677447180243,-0.9303435607929837,-1.0284675084202193,-0.880289694068656,-0.8875358424054394,0.0712957164328034,83,-0.6101639089063882,-0.6593254561902979,-0.673396717553581,-0.6992213811596691,-0.7200853909896067,-0.7279328932712783,-0.7545259594230233,-0.7839953846014031,-0.703580886511906,0.0518925271820148
1.0968983173370361,0.4608990210738027,0.25698623061180115,0.04571540213730156,0.060000000000000005,{'ridge__alpha': 0.060000000000000005},-0.944448280098554,-0.8260998023527342,-0.8594428154481211,-0.8350885087851758,-0.7960720429451971,-0.9303485108706426,-1.0284656846594253,-0.8803140500737026,-0.8875349619041941,0.07129628273782825,82,-0.6101639094750995,-0.6593254562515507,-0.6733973269296643,-0.699221381446807,-0.720085397094425,-0.7279328330256375,-0.7545259845035949,-0.7839953410024554,-0.7035809537161543,0.05189247407937299
1.1422312259674072,0.5419444006636741,0.26156067848205566,0.04739659251216354,0.06999999999999999,{'ridge__alpha': 0.06999999999999999},-0.944421120300051,-0.8260979683102808,-0.8595106772480603,-0.8350466996801139,-0.7960719677431204,-0.9303404012412312,-1.028465231760098,-0.8803663856398567,-0.8875400564903515,0.07129290951605154,86,-0.6101642376884926,-0.6593254565153913,-0.6733966765279544,-0.6992218789064326,-0.7200853970963362,-0.7279329905848524,-0.7545259879244384,-0.7839946259080481,-0.7035809063939933,0.05189231340628049
1.0479613840579987,0.46565513121840124,0.25377267599105835,0.05856452035679617,0.08,{'ridge__alpha': 0.08},-0.9626232301001065,-0.826097711060497,-0.8594787212123591,-0.8350943741048963,-0.7960713559744499,-0.9303481663048639,-1.0284648755609924,-0.88033914266884,-0.8898146971233756,0.07333140205561296,99,-0.6093598316297523,-0.6593254566327156,-0.673396717443869,-0.6992213744220604,-0.7200853969348535,-0.7279324517026736,-0.7545259879264,-0.7839947779753729,-0.7034802493334621,0.05207369001247935
1.1683220565319061,0.49841698195520623,0.25667664408683777,0.07035107541149421,0.09,{'ridge__alpha': 0.09},-0.944437941501405,-0.8260963058780776,-0.8594767842292576,-0.8350689160700722,-0.7960663393544504,-0.930349113172948,-1.028462534643198,-0.8803027243039333,-0.8875325823941678,0.07129608270688079,79,-0.6101639117347774,-0.6593254569166523,-0.6733967179559824,-0.6992216820911761,-0.7200853854823743,-0.7279324451625202,-0.7545262747093442,-0.7839953497948985,-0.7035809029809658,0.05189252872334201
1.1325660645961761,0.48586691144277566,0.24718326330184937,0.04846569586192988,0.09999999999999999,{'ridge__alpha': 0.09999999999999999},-0.9444321831309685,-0.8260943372574879,-0.8594796965296808,-0.8350918592156644,-0.7960667657858161,-0.9303486234202827,-1.0284653990216528,-0.8802909315749798,-0.8875337244920667,0.07129421931158171,81,-0.610163912587948,-0.6593254571101638,-0.6733967171454395,-0.699221378514447,-0.7200853873351877,-0.7279324475790796,-0.7545259695402107,-0.7839953761667499,-0.7035808307474032,0.051892499631430895
1.1976664662361145,0.4358736430235322,0.2866692543029785,0.0914234132205499,0.11,{'ridge__alpha': 0.11},-0.9444333018869842,-0.826095532702452,-0.8594814756946719,-0.8350805396638291,-0.796070127027173,-0.9303486354717947,-1.0284604361470737,-0.8802888100481223,-0.8875323573302626,0.07129341806136151,78,-0.6101639137934758,-0.6593254574166535,-0.6733967163482153,-0.69922164093373,-0.7200853966176163,-0.7279324464489498,-0.7545263079721314,-0.7839953813050102,-0.7035809076044728,0.05189253945962017
1.136031836271286,0.4807667551010421,0.23424425721168518,0.048700356619832706,0.12,{'ridge__alpha': 0.12},-0.9444309145467618,-0.8260943573167832,-0.85947678910134,-0.8350891044386132,-0.7960690050582443,-0.9303376270252977,-1.028461368759901,-0.8802937866535815,-0.8875316191125653,0.07129227029243551,77,-0.6101639148938565,-0.6593254577269031,-0.6733967181596331,-0.6992213811598349,-0.7200853951478964,-0.7279330887772254,-0.7545262771404948,-0.783995365593642,-0.7035809498249358,0.05189257256824662
1.1002740859985352,0.4727795677173644,0.23913303017616272,0.04906886844459997,0.13,{'ridge__alpha': 0.13},-0.9444255075575914,-0.8260917656383661,-0.859476303258409,-0.8350878685684527,-0.7960686699251982,-0.9303498108250934,-1.0284630281559781,-0.8802790228232594,-0.8875302470940435,0.07129371348912482,75,-0.6101639162037186,-0.659325458077382,-0.6733967183474957,-0.6992213817314125,-0.7200853945399915,-0.7279324273222365,-0.7545259879880287,-0.7839954170276465,-0.703580837654739,0.051892507870524095
1.149630606174469,0.4695106881318962,0.25494682788848877,0.08912105580461435,0.14,{'ridge__alpha': 0.14},-0.9444204894999745,-0.8260899864843539,-0.8594960166049225,-0.8350898810390615,-0.7960705774190844,-0.9303464111654207,-1.0284648481894088,-0.8803550500603428,-0.8875416575578211,0.07129117639610305,89,-0.6101639172736296,-0.6593254584136077,-0.673396701560951,-0.6992213803992521,-0.7200853969876425,-0.7279324534861741,-0.754525952938289,-0.7839946895597135,-0.7035807438274075,0.0518923652456598
1.1151551306247711,0.4471234529306678,0.2652263641357422,0.07895367962062329,0.15000000000000002,{'ridge__alpha': 0.15000000000000002},-0.9625899753889613,-0.8260884179583412,-0.8594784460411546,-0.8350918677591401,-0.7960677365219907,-0.9303476889772165,-1.0284624984911883,-0.8803105165935963,-0.8898046434664486,0.07332897916230681,98,-0.6093598402602112,-0.6593254589129051,-0.6733967178590057,-0.699221377552193,-0.720085392189455,-0.7279324491676024,-0.7545259880592936,-0.7839953412500331,-0.7034803206563374,0.052073796301953794
1.1488257944583893,0.5150759081580283,0.25585681200027466,0.0707687357475802,0.16,{'ridge__alpha': 0.16},-0.9444990503460957,-0.8260858221752424,-0.8594735287558488,-0.8350886269042931,-0.7960702831558184,-0.9303473976169792,-1.0284648396494867,-0.8803600939778216,-0.8875487053226983,0.07130074158180476,91,-0.6101656271473249,-0.6593254591924319,-0.6733967191588484,-0.6992213813681822,-0.7200853970059784,-0.7279324501842738,-0.7545259407168055,-0.7839946516136164,-0.7035809532984327,0.05189197006637032
1.1786688566207886,0.5098824875733642,0.2488076388835907,0.04630141363944369,0.17,{'ridge__alpha': 0.17},-0.9444307202828243,-0.8260892641306409,-0.8594811957465474,-0.8350869826073334,-0.7960908539641639,-0.9303504801228364,-1.0284618571645048,-0.8803086955470256,-0.8875375061957346,0.07129017076618707,84,-0.6101639214077283,-0.6593254596879339,-0.6733967166412931,-0.6992213821336746,-0.7200858700725126,-0.7279324014256848,-0.7545259867657397,-0.7839953416562279,-0.7035808849738494,0.05189250928459246
1.1386823654174805,0.5044846778061725,0.2685554325580597,0.07112377727107178,0.18000000000000002,{'ridge__alpha': 0.18000000000000002},-0.9443929377730875,-0.8260867133248037,-0.8594742411889176,-0.8350680278298127,-0.7960726616381091,-0.9303429429622059,-1.0284613850420625,-0.880309219104394,-0.8875260161079241,0.07129099080621906,70,-0.6101642500577583,-0.6593254601519472,-0.6733967193875424,-0.6992216798180474,-0.7200853979433676,-0.7279328633829508,-0.7545259880680069,-0.7839953414083648,-0.7035809625272481,0.05189244039432476
1.1442496478557587,0.5122002775270489,0.2534426152706146,0.04714613440644857,0.19,{'ridge__alpha': 0.19},-0.9444254842821985,-0.826086779803618,-0.8594918975786618,-0.8350865510794093,-0.7960700997998649,-0.9303463696084725,-1.0284611049117194,-0.8803008508584936,-0.8875336422403047,0.07129236252552927,80,-0.6101639231462693,-0.6593254606578843,-0.6733967064937135,-0.6992213823609406,-0.7200855844303906,-0.7279324527008381,-0.7545259875656439,-0.7839953480256386,-0.7035808556726648,0.051892502508715514
1.1335765421390533,0.4756024395655745,0.2506544291973114,0.07426282910390972,0.2,{'ridge__alpha': 0.2},-0.944421351762293,-0.8260949758368906,-0.8594744560817651,-0.8350902920188434,-0.7960698348867032,-0.9303474397629912,-1.0284636962825626,-0.8802518145414578,-0.8875267326466884,0.07129296793285297,72,-0.6101639263830885,-0.659325460603814,-0.6733973018887115,-0.6992213792888491,-0.7200853969640303,-0.7279324453830359,-0.7545259303628106,-0.7839955649936585,-0.7035809257334997,0.05189248565417424
1.093565821647644,0.4608678228291512,0.24749714136123657,0.05165828566900707,0.21000000000000002,{'ridge__alpha': 0.21000000000000002},-0.9444016476003121,-0.8260873259241523,-0.8594514444268994,-0.8350901856440878,-0.7960710219265155,-0.9303390692427612,-1.028461077159168,-0.8802960481748566,-0.8875247275123441,0.07129094028754256,66,-0.6101639300709152,-0.6593254619437336,-0.6733973107100861,-0.6992213793612254,-0.7200853975805437,-0.7279329595621417,-0.7545259881245416,-0.7839953548672594,-0.7035809727775559,0.05189248061109549
1.1449142098426819,0.49530346822378446,0.25094765424728394,0.04778734527205737,0.22,{'ridge__alpha': 0.22},-0.9443545931303173,-0.8260834238480197,-0.8594836170705629,-0.8350899460680408,-0.796071291395967,-0.93034522128421,-1.0284602213158833,-0.8803107087368256,-0.8875248778562284,0.07128513059078966,67,-0.6101639127179865,-0.659325462318553,-0.6733967151475331,-0.6992213795654757,-0.7200853977280565,-0.7279328335527143,-0.7545259867317884,-0.7839953412094746,-0.7035808786214477,0.051892517573587
1.1245679557323456,0.48087163435734104,0.2705291509628296,0.06996139026835542,0.23,{'ridge__alpha': 0.23},-0.9444026991720506,-0.8260811201405205,-0.8594735889992692,-0.8350896583087905,-0.79607125797598,-0.9303477492189208,-1.0284544000665474,-0.8802785820191638,-0.8875248819876553,0.07128985807087095,68,-0.6101639341464785,-0.6593254629478803,-0.6733967204345584,-0.699221379885326,-0.7200855847461138,-0.7279324367309711,-0.7545264265218465,-0.7839954061335949,-0.7035809189433462,0.051892563001172065
1.112405776977539,0.47981301116375397,0.25135836005210876,0.08246096750418487,0.24000000000000002,{'ridge__alpha': 0.24000000000000002},-0.944388799565082,-0.8260806725755141,-0.8594770421233165,-0.8350892136429561,-0.7960678969366107,-0.9303463188184574,-1.028459482985826,-0.8803099754242995,-0.8875274252590077,0.07128968086153264,74,-0.6101639367705889,-0.6593254635719147,-0.6733967195115825,-0.6992213804017217,-0.7200853938257991,-0.7279324500346758,-0.7545259874156398,-0.7839953412586544,-0.7035808340988221,0.05189248914289254
1.1152728497982025,0.4586524697190564,0.2615244686603546,0.08189067004808115,0.25,{'ridge__alpha': 0.25},-0.9443952591130014,-0.8260796290844319,-0.8594722300037845,-0.835088561762459,-0.7960689097937031,-0.9303469362953861,-1.028459144185088,-0.8802796990311682,-0.8875237961586278,0.07129091805207237,64,-0.6101639391676676,-0.6593254642191338,-0.6733967211315761,-0.6992213811429422,-0.7200853961672636,-0.7279324434775407,-0.7545259883549433,-0.7839953991062576,-0.7035808415959157,0.05189249943799647
1.0707258582115173,0.46069468591630114,0.2590615749359131,0.04852742980935727,0.26,{'ridge__alpha': 0.26},-0.9443864487239702,-0.8260835152186085,-0.8594789294572313,-0.8350861586144533,-0.7960733342554352,-0.9303459605706291,-1.028460026187107,-0.8802907127343627,-0.8875256357202246,0.07128880777241203,69,-0.6101639420040671,-0.659325465375911,-0.6733967188597166,-0.6992213830508377,-0.7200855897766439,-0.7279324502812422,-0.7545259726037529,-0.7839953628783649,-0.7035808606038171,0.05189249796749125
1.0864101648330688,0.4686078957493079,0.24554631114006042,0.04802918643632274,0.27,{'ridge__alpha': 0.27},-0.9443833219961482,-0.8260746806279343,-0.8594713337272739,-0.8350852086764966,-0.7960699971114018,-0.9303452016670211,-1.0284586678048344,-0.8803085017128661,-0.8875246141654971,0.07128982591152044,65,-0.6101639446972661,-0.6593254658567437,-0.6733967217706432,-0.6992213834229368,-0.7200853977007504,-0.727932453188317,-0.7545259885152276,-0.7839953413294656,-0.7035808370601688,0.051892487407341294
1.106378823518753,0.49598770714647683,0.2430046796798706,0.046835848844371725,0.28,{'ridge__alpha': 0.28},-0.9443928617648786,-0.8260766495255183,-0.8595322205357895,-0.8350865832602823,-0.7960705980105847,-0.9303465439261331,-1.0284541326066141,-0.8802512554266231,-0.887526355632053,0.07128705769648258,71,-0.6101639467018932,-0.6593254663727616,-0.6733965992512371,-0.6992213829635636,-0.7200853981089472,-0.727932443221259,-0.7545263502658759,-0.7839955475254606,-0.7035808918013748,0.051892579580369406
1.10805544257164,0.4576597971444643,0.2437111735343933,0.048472154667095015,0.29000000000000004,{'ridge__alpha': 0.29000000000000004},-0.9443802787774608,-0.826075158584825,-0.8594869054871831,-0.8350858281522442,-0.7960689514893634,-0.9303460228120305,-1.028458053787658,-0.8803501934011146,-0.887531424061485,0.0712881995811256,76,-0.610163950368963,-0.6593254671460863,-0.6733967122841882,-0.6992213834641771,-0.720085396798537,-0.7279324478065579,-0.7545259864074009,-0.7839946898893961,-0.7035807542706634,0.0518923598860613
1.1410563588142395,0.4772735824954518,0.2638416588306427,0.0648414067999447,0.3,{'ridge__alpha': 0.3},-0.9443740483134396,-0.8260749509206913,-0.8594570334311243,-0.8350745053401074,-0.796071576882361,-0.93034780793088,-1.0284576471909443,-0.8803005443434919,-0.8875197642941299,0.07129035087835368,60,-0.6101639534029759,-0.6593254679359029,-0.6733973067028749,-0.6992216491211596,-0.7200853985873371,-0.7279324188659707,-0.7545259867753125,-0.7839953445654394,-0.7035809407446216,0.05189243834273954
1.101347178220749,0.5004003958721444,0.24374493956565857,0.056984575787298326,0.31,{'ridge__alpha': 0.31},-0.9443608395711929,-0.8260730348733227,-0.8595157830295712,-0.8350845292003287,-0.7960692925273892,-0.930345637744494,-1.0284588396527659,-0.880277501104753,-0.8875231822129772,0.07128622124042865,63,-0.6101639559820123,-0.6593254687669022,-0.6733966532863892,-0.6992213841033191,-0.7200853972321923,-0.7279324470897512,-0.7545259683169652,-0.7839953962271701,-0.7035808338755877,0.05189249730887821
1.1092653572559357,0.4817363967940961,0.25406238436698914,0.09529410607405926,0.32,{'ridge__alpha': 0.32},-0.9444236020572069,-0.826072068031195,-0.859471801125191,-0.8350960351667406,-0.7960698961963297,-0.9303391181717475,-1.028456999003403,-0.880284760282792,-0.8875267850043257,0.07129255413396623,73,-0.6101639416853145,-0.6593254696091833,-0.673396723138779,-0.6992213607417006,-0.7200853983099624,-0.7279329055048979,-0.7545259887709472,-0.7839953739318367,-0.7035808952115776,0.05189252072717937
1.0901715755462646,0.4930262611767652,0.2517010271549225,0.0692755995554951,0.33,{'ridge__alpha': 0.33},-0.9443684127947292,-0.8260716414404715,-0.8594667025421198,-0.8350844533822607,-0.7960730376451601,-0.9303418420221717,-1.0284566922403997,-0.8803081827322249,-0.8875213705999422,0.07128774039530011,61,-0.6101639629361517,-0.659325470487513,-0.6733973048263364,-0.6992213844123265,-0.7200853996399854,-0.7279328471617386,-0.7545259867362305,-0.7839953417200104,-0.7035809622400366,0.051892463450990245
1.1009393334388733,0.41242845984736815,0.2676387429237366,0.07281826279143967,0.34,{'ridge__alpha': 0.34},-0.9443136314731161,-0.8260699290654592,-0.859467956904692,-0.8350555774918554,-0.7960847859113196,-0.9303407575175847,-1.0284561757610948,-0.8803427261039023,-0.887516442528628,0.07128253203977987,57,-0.6101643080041531,-0.6593254713932938,-0.6733967238959604,-0.6992217485942249,-0.7200857277998864,-0.727932861180533,-0.7545259887582125,-0.7839947244331452,-0.7035809442574261,0.05189231866557085
2449.1736627817154,6474.760179009876,0.8371834456920624,0.6909161319069494,0.35000000000000003,{'ridge__alpha': 0.35000000000000003},-0.9624984684056708,-0.8260689539400304,-0.8594736100957701,-0.8350874106158859,-0.7960752630122755,-0.9303467675078307,-1.0284558222939237,-0.8802967285857242,-0.8897878780571389,0.07331778913483762,96,-0.6093598939047739,-0.6593254723216734,-0.6733967235015665,-0.6992216476371849,-0.7200856008228184,-0.7279324242349602,-0.754525988496089,-0.7839953469621149,-0.7034803872351476,0.052073787602336545
2.507675588130951,0.7063810280828803,0.9608069956302643,0.7965967449111337,0.36000000000000004,{'ridge__alpha': 0.36000000000000004},-0.9443531516558085,-0.8260694660732854,-0.8594820659159206,-0.8350416069692596,-0.7960685067086823,-0.9303420106015016,-1.0284562360743823,-0.8802636837284311,-0.887509590965909,0.07129082939343657,47,-0.6101639733061562,-0.659325473317373,-0.6733967181184634,-0.6992218883436744,-0.7200853972228022,-0.7279328409092577,-0.7545259890371144,-0.7839954573796164,-0.7035809672043072,0.0518925204056549
3.6122608184814453,3.0902226663060537,0.783062219619751,0.34460278231088814,0.37,{'ridge__alpha': 0.37},-0.944357685298586,-0.826067427361858,-0.8594686965807069,-0.8350868369446224,-0.7960837762148104,-0.9303410832218075,-1.0284551893463685,-0.8802705719534593,-0.8875164083652773,0.0712851345423298,56,-0.6101639770911262,-0.6593254742688723,-0.6733967254025731,-0.6992213830404376,-0.7200857089051091,-0.7279328494067896,-0.7545259888798227,-0.7839954214402676,-0.7035809410543747,0.05189253013800047
4.885962694883347,2.079486187854519,1.328839123249054,0.2957947941379608,0.38,{'ridge__alpha': 0.38},-0.9443139248114767,-0.826065582415162,-0.8594821569806792,-0.8350846684407097,-0.7960650623761809,-0.9303393705846394,-1.0284561630922018,-0.880301467665182,-0.887513549545779,0.07128323174973117,53,-0.610164315425272,-0.6593254752859685,-0.673396718348714,-0.6992213850378403,-0.7200853832351318,-0.7279328770698112,-0.754525975782347,-0.783995342578003,-0.703580934095386,0.051892426179727585
5.25745365023613,2.1865674673068543,1.4114409685134888,0.39502169741568394,0.39,{'ridge__alpha': 0.39},-0.9443481317139153,-0.82606780879979,-0.8594696489223598,-0.8350832174228543,-0.7960652007573426,-0.9303432612321828,-1.0284545259712594,-0.8802817833960429,-0.8875141972769685,0.07128726292970766,55,-0.6101639849559402,-0.6593254765073387,-0.6733967260352083,-0.6992213857006644,-0.7200853839431737,-0.7279324542708524,-0.7545259885508585,-0.7839953764737859,-0.7035808470547278,0.051892483207287614
5.132076054811478,2.3776718022978645,1.2522197365760803,0.2602510632894176,0.4,{'ridge__alpha': 0.4},-0.9443181414569146,-0.8260636156234826,-0.8594695779845211,-0.8350832353701506,-0.7960709633890245,-0.9303439598637147,-1.0284542177480844,-0.880331653044111,-0.8875169205600004,0.07128315047885642,58,-0.6101639838479909,-0.659325477385431,-0.67339672644225,-0.6992213858899186,-0.7200853996757526,-0.7279324512384502,-0.7545259884736951,-0.7839947685716773,-0.7035807726906457,0.051892366016324736
5.024158596992493,2.1772441420045214,1.233624666929245,0.2486884086210066,0.41000000000000003,{'ridge__alpha': 0.41000000000000003},-0.962469062033066,-0.826059237442661,-0.8595404058297009,-0.8350872659584387,-0.7960776299683063,-0.9303463648551386,-1.028453837252206,-0.8803444974777856,-0.8897972876021629,0.07331011790246474,97,-0.6093599182908983,-0.659325478513785,-0.673396556993434,-0.6992213824376692,-0.7200854061490429,-0.7279324155599065,-0.7545259891575117,-0.7839947016522019,-0.7034802310943062,0.05207366326434814
