mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lasso__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,mean_train_score,std_train_score
29.8310928940773,17.275691486012363,0.29236939549446106,0.07316808407790033,0.001,{'lasso__alpha': 0.001},-0.9339932139924852,-0.839245717223841,-0.8477906299858902,-0.8325866483479095,-0.789618562928979,-0.9184315045060314,-1.0264915691402434,-0.8597831111415336,-0.8809926196583642,0.07014988678986324,3,-0.6112981343936739,-0.6627891288445104,-0.6767180701313867,-0.7027168109349696,-0.7232860884333803,-0.7304090397894526,-0.7567880472692515,-0.7862096508517858,-0.7062768713310513,0.05197456605481339
16.017984479665756,15.713019090926919,0.29023483395576477,0.07887781699751593,0.002,{'lasso__alpha': 0.002},-0.936414073129241,-0.8262160549500435,-0.8503954196148124,-0.8283451805884433,-0.792361677058669,-0.9153508462097789,-1.0200876490918045,-0.8533619743760908,-0.8778166093773605,0.0696832711240909,1,-0.6194790459102623,-0.6719911554682922,-0.6848758143440372,-0.7119166791862164,-0.7302077714529194,-0.7371263522107799,-0.7630981719754205,-0.7922724058404214,-0.7138709245485437,0.0510956198493386
12.185210943222046,12.168233684941862,0.2468981146812439,0.05102305121964849,0.003,{'lasso__alpha': 0.003},-0.947047017908454,-0.8233336819139906,-0.8545964040450684,-0.8305201119181576,-0.7988438659725557,-0.915813123178004,-1.0142909878787953,-0.8506662821956705,-0.879388934376337,0.06852045618466177,2,-0.6301096739747809,-0.6836881704307881,-0.696293428286735,-0.7228481680634226,-0.7399923270981419,-0.7468077053268737,-0.7721021000495366,-0.8006502244655134,-0.724061474711974,0.0502175298230241
9.803489118814468,8.697477684778027,0.2547493577003479,0.0680995912078837,0.004,{'lasso__alpha': 0.004},-0.9539627396408887,-0.8247359959231804,-0.8645044758067234,-0.8383042325555653,-0.8067109930321317,-0.9192680215108747,-1.012080992036083,-0.8499984719691711,-0.8836957403093273,0.06675769011905738,4,-0.6421947702671836,-0.6974024540929784,-0.7096943029191519,-0.7351725989620523,-0.751446442792782,-0.7584031866371858,-0.7825199106426161,-0.8108527307003983,-0.7359607996267935,0.0493576012626963
6.789996534585953,8.118347766494503,0.2715117037296295,0.05028971736981069,0.005,{'lasso__alpha': 0.005},-0.9619651285332463,-0.8299106194547498,-0.8754748645589493,-0.8496754462208171,-0.816137425361271,-0.9249357450740334,-1.0127114831490875,-0.8513364887239613,-0.8902684001345145,0.06505319715828041,5,-0.6560452754619599,-0.7123982165669199,-0.7242476236404278,-0.7487819811924663,-0.7643505072571337,-0.7707925681710034,-0.7944890457010602,-0.8231385345141453,-0.7492804690631396,0.048565290342159145
5.168323755264282,4.1775120540625865,0.2847125232219696,0.052201202201919907,0.006,{'lasso__alpha': 0.006},-0.9709507734116708,-0.8387993147430037,-0.8876628170687042,-0.8633151636542006,-0.8279148225733158,-0.9331928097880356,-1.0139084177467603,-0.8546987993874885,-0.8988053647966474,0.06284053631479895,6,-0.6715266534686261,-0.7273959747594799,-0.7394517434543358,-0.7636584548927661,-0.7786452038260193,-0.7848396040930555,-0.807568112600738,-0.8365993062974175,-0.7637106316740547,0.04784199118858024
3.363045245409012,1.011643523775993,0.28972145915031433,0.08759803107527916,0.007,{'lasso__alpha': 0.007},-0.9814383522839959,-0.8500921766649236,-0.8995341538034451,-0.8765848621118559,-0.8410751917670515,-0.9417097906424493,-1.016149297121344,-0.8590773967724568,-0.9082076526459403,0.060734787796568504,7,-0.6874110141912769,-0.743082923453458,-0.7550195875758314,-0.778925989860192,-0.7942056776893273,-0.8002876718816181,-0.8218165710824213,-0.8508877260037851,-0.7789546452172389,0.04735386656280899
3.5739541053771973,1.6239923449346658,0.2985893487930298,0.04640706667371222,0.008,{'lasso__alpha': 0.008},-0.993432782599435,-0.863370025144598,-0.9109921753947396,-0.8909472371636651,-0.8543990324031218,-0.9509669458813641,-1.0196498418973199,-0.8644762096453225,-0.9185292812661958,0.058930730956552005,8,-0.7041967293857939,-0.76043122388952,-0.7716230644468164,-0.7945409611535659,-0.8097133778656846,-0.8154018766085938,-0.8365614710517992,-0.866062244361918,-0.7948163685954615,0.04663230480539323
3.289544701576233,1.585213987677373,0.29231399297714233,0.08736431550391346,0.009000000000000001,{'lasso__alpha': 0.009000000000000001},-1.0066062771462705,-0.877898779875611,-0.9231057039675074,-0.9057018697034902,-0.8677651048614171,-0.9605869237782444,-1.0234999220067755,-0.8699985679614237,-0.9293953936625925,0.05741212224004256,9,-0.721999133063121,-0.7783637445280288,-0.7883097320248588,-0.8105088956109632,-0.8251098265606803,-0.8310353731896216,-0.8515803714884219,-0.8810240883893484,-0.8109913956068806,0.045623474259537306
3.687245190143585,2.591052221548136,0.2582869529724121,0.06130588655523733,0.010000000000000002,{'lasso__alpha': 0.010000000000000002},-1.0203289958806347,-0.8924619770256305,-0.9354772990917104,-0.9208625652768232,-0.8812570624235065,-0.9702439780772618,-1.0284487975259258,-0.8748073668720321,-0.9404860052716906,0.05649791805101457,10,-0.7401952814224783,-0.7961153513405288,-0.8048844959316592,-0.8263508751684127,-0.8409388351706024,-0.8470505203562059,-0.8668424401103778,-0.8951614840929326,-0.8271924104491497,0.044452030098897005
3.4139710068702698,3.053578631927304,0.2652924060821533,0.04441258633868053,0.011,{'lasso__alpha': 0.011},-1.0343196237619932,-0.905783244367097,-0.9483362783614211,-0.9354640811187224,-0.8937094595994112,-0.9802343481610399,-1.0344059557773337,-0.8798867650292539,-0.951517469522034,0.05632886855726917,11,-0.7574064230858629,-0.8125258106715681,-0.8210951013143588,-0.841799870982361,-0.8563722840673538,-0.8631804903336514,-0.8823996302707048,-0.9086442821766398,-0.8429279866128125,0.04356565856853921
3.0656774640083313,2.666095414890317,0.2586681842803955,0.04845773497443102,0.012,{'lasso__alpha': 0.012},-1.0466063129718608,-0.9199785543838946,-0.9629977537783363,-0.9505920796282006,-0.9061618352918499,-0.9901726206130527,-1.0408480457479465,-0.8858010675580139,-0.9628947837466444,0.05588341654316524,12,-0.7738131285114365,-0.8287656874593622,-0.8379726610779217,-0.8578853986639718,-0.8719206829549944,-0.878860536651871,-0.896778450151615,-0.92276390056911,-0.8585950557550354,0.042818552468721405
2.805797576904297,2.1070440299421525,0.2667159140110016,0.051437871258633416,0.013000000000000001,{'lasso__alpha': 0.013000000000000001},-1.05902858528988,-0.9338576964073261,-0.9777216305199361,-0.9657893567613508,-0.918899685063776,-0.9995252846466314,-1.0482089550672753,-0.891921609282653,-0.9743691003798536,0.05573694495889803,13,-0.7898971824115634,-0.8445322766896536,-0.8543563830099472,-0.8739213198371705,-0.8875509207156915,-0.8940656226663681,-0.9116561899309722,-0.9368318745599457,-0.874101471227664,0.04224854423115483
2.4882461428642273,1.261948219492889,0.25941869616508484,0.04681595676822507,0.014000000000000002,{'lasso__alpha': 0.014000000000000002},-1.0711410606824538,-0.9483194988840207,-0.9920650347548602,-0.9805692609103779,-0.9315668716727381,-1.0090507030858584,-1.0556690739529977,-0.8981838745049302,-0.9858206723060297,0.05567157355803981,14,-0.8051885427380521,-0.8607813630250147,-0.870469367658795,-0.8895368855066977,-0.9029924173514652,-0.9094621654185199,-0.9261337451568141,-0.9503921718646254,-0.8893695823399981,0.04172174709585011
2.0485765039920807,0.9590272033699803,0.29244890809059143,0.08094014547802636,0.015,{'lasso__alpha': 0.015},-1.0838326967762157,-0.9628631650156293,-1.0069981867802626,-0.9954044400603097,-0.9439719379844673,-1.0183390477573078,-1.062684610487773,-0.9042642175570506,-0.997294787802377,0.055889152351278615,15,-0.8212084167220383,-0.8769122816915133,-0.8869336949066202,-0.9047441442600499,-0.9180345060908618,-0.9240825893549746,-0.9398060496901004,-0.9637919881322814,-0.904439208856055,0.040828747264234036
2.123228222131729,0.9801417847748182,0.2634768486022949,0.04784350700247887,0.016,{'lasso__alpha': 0.016},-1.096453837210178,-0.9777224917207539,-1.022324552356463,-1.0109406070441915,-0.957170119944744,-1.0287576196380637,-1.0705965659954892,-0.9103411985008443,-1.009288374051341,0.05635988888095184,16,-0.8372271214101732,-0.8932765450813316,-0.903583469194869,-0.9203593019995091,-0.9337904222435475,-0.9392746819845184,-0.9538199219389354,-0.9772253157020776,-0.9198195974443701,0.04002355038318086
2.114083021879196,1.0645374548416584,0.28567245602607727,0.06734065516188456,0.017,{'lasso__alpha': 0.017},-1.108089084918001,-0.9913872933638451,-1.0379308738192248,-1.0266437287635448,-0.9707393524268464,-1.039557692481184,-1.0791323053954898,-0.916900848199904,-1.021297647421005,0.05686138573068253,17,-0.8519505442308378,-0.9091970243172721,-0.9204428351098345,-0.9361841373361389,-0.949828663347155,-0.9545855420682524,-0.9680227762726923,-0.9909945388062907,-0.9351507576860592,0.03969494915780306
2.1100677847862244,1.0622619563614453,0.30146610736846924,0.054370697328404674,0.018000000000000002,{'lasso__alpha': 0.018000000000000002},-1.1202773270475535,-1.0035531315348047,-1.053262773580669,-1.0420448633073058,-0.9843396012882458,-1.0497209487284713,-1.0876019695439145,-0.9238812825273933,-1.0330852371947947,0.05756786800320404,18,-0.8671521530264694,-0.9242664133870929,-0.9364080304877651,-0.951710690080191,-0.9655963628471931,-0.9691252231378523,-0.982096074452471,-1.0047970452958799,-0.9501439990893643,0.03929914168995113
2.0726390182971954,0.9573432479200349,0.29092758893966675,0.06446938055747484,0.019000000000000003,{'lasso__alpha': 0.019000000000000003},-1.1322587112855125,-1.0157370113309505,-1.068489526677424,-1.05736455488468,-0.9969088682923037,-1.058937268842717,-1.0954043460882836,-0.9301310594859853,-1.0444039183609821,0.05853917362185439,19,-0.881704836953122,-0.9391826570029923,-0.9521025064618828,-0.9671742768012951,-0.9799485380377093,-0.9826547809624403,-0.9952330251699691,-1.0176541059668573,-0.9644568409195335,0.038721719999416405
2.0472225546836853,0.945801257209602,0.3026144206523895,0.06243399032590807,0.02,{'lasso__alpha': 0.02},-1.1443185071236053,-1.0278045274862968,-1.084132175687754,-1.0732829957052858,-1.0090261690048532,-1.0686340781147383,-1.1032907614804097,-0.93685527263211,-1.0559180609043817,0.05966914384472674,20,-0.8967096671026157,-0.9536112043929741,-0.968373108221888,-0.9832103630141219,-0.9937588185606561,-0.9961541358366075,-1.0083685816301384,-1.030817618989646,-0.9788754372185811,0.03808951629968101
1.8056776821613312,0.7310539334733359,0.25231626629829407,0.059737732160627846,0.021,{'lasso__alpha': 0.021},-1.1564648052678792,-1.0396617552952785,-1.0982448156507543,-1.0886399341580055,-1.020934106456752,-1.0803313929290483,-1.1109734981762145,-0.9434414269278156,-1.0673364668577185,0.060925295124286086,21,-0.9119514098681114,-0.967717392208945,-0.98390539387022,-0.9984697450683688,-1.0073764667592104,-1.0091738294270673,-1.0212353867424928,-1.0439127714563747,-0.9929677994250989,0.0373803571620803
1.624390184879303,0.7339269507032476,0.2597804367542267,0.05595302622099022,0.022000000000000002,{'lasso__alpha': 0.022000000000000002},-1.167147777696697,-1.051416298078066,-1.1127351080526149,-1.1028376007711649,-1.0330727749048245,-1.0916943917034663,-1.1192304313737238,-0.9498541196305996,-1.0784985627763946,0.062051160491449556,22,-0.92582454788457,-0.981854950831407,-0.999739703333279,-1.0123683987243839,-1.020860108806998,-1.0220000029320981,-1.0344957347576662,-1.056977669860893,-1.006765139641412,0.037036643138885154
1.5448293387889862,0.6846148344950317,0.27235686779022217,0.06829749654863217,0.023,{'lasso__alpha': 0.023},-1.1777455595231907,-1.062817584795106,-1.1268481831514794,-1.1174883671220794,-1.045822119104128,-1.103463234584755,-1.1274032317629012,-0.9567922808796099,-1.0897975701154063,0.06307483654719892,23,-0.9391074255205457,-0.9956203179910568,-1.015071504905209,-1.0262031114944536,-1.03471343245953,-1.035231727360036,-1.047669185843724,-1.07043293595234,-1.0205062051908618,0.03700718121942716
1.5137140452861786,0.7364357081054007,0.2659958004951477,0.07164450437220145,0.024,{'lasso__alpha': 0.024},-1.188574702958615,-1.0740144970283156,-1.14011391535513,-1.1325103111165933,-1.0587944196241041,-1.1153539097968463,-1.1361472303279694,-0.9636192570837033,-1.1011410304114095,0.06424204911763867,24,-0.9524687569701111,-1.0090612768281708,-1.0286732186777612,-1.0404377287259479,-1.0488407249990845,-1.0487387440547644,-1.0612563546706049,-1.0837161854524568,-1.0341491237973628,0.037065837052587
1.5292910933494568,0.7125385583847471,0.26559895277023315,0.0910126492822339,0.025,{'lasso__alpha': 0.025},-1.1997947206141595,-1.085210763912618,-1.1527364214157823,-1.1471561602006048,-1.071476111389483,-1.1276375195696897,-1.1451495979830197,-0.9703713181207165,-1.1124415766507592,0.06553980163980487,25,-0.9662018334951016,-1.022312788763756,-1.0417227338464585,-1.0543082924596048,-1.0630389178774486,-1.0626371754259638,-1.075098804458322,-1.095902451547023,-1.0476528747342098,0.0369093713435964
1.536752164363861,0.7805389792148885,0.26866304874420166,0.06061745375605305,0.026000000000000002,{'lasso__alpha': 0.026000000000000002},-1.2113946834634373,-1.0967465063285677,-1.1642576098769375,-1.1612890771531688,-1.0828856085795882,-1.1401654516791182,-1.1545086101821027,-0.9775950348169853,-1.1236053227599883,0.06680886170380541,26,-0.9802912224131577,-1.03581784299779,-1.0540331917451922,-1.067682849726787,-1.0763886999731584,-1.0768184954546118,-1.0893275119929369,-1.1083829076841942,-1.0610928402484785,0.03670115889810706
1.8744021654129028,1.1393830535469551,0.3220164179801941,0.15939669276203472,0.027000000000000003,{'lasso__alpha': 0.027000000000000003},-1.2224472431560303,-1.1084617985587997,-1.1760732462693144,-1.1757052825810357,-1.0946258154348802,-1.1521184103653928,-1.16380068073464,-0.9851915629426036,-1.1348030050053373,0.06790625834679825,27,-0.9935601169906468,-1.0492598531624497,-1.0666471658072079,-1.0813913353993527,-1.0900635577008135,-1.0906286335289983,-1.1025959184908645,-1.1210342990158213,-1.0743976100120194,0.03666500729796067
1.4034281075000763,0.6091909169500038,0.2731921672821045,0.058675549634190916,0.028,{'lasso__alpha': 0.028},-1.2330355067550123,-1.1197651642391047,-1.1876096799493023,-1.189735104360137,-1.1071150508261143,-1.1633186787543666,-1.1732572140865245,-0.9924629386571809,-1.1457874172034679,0.0689526741345243,28,-1.0060867719385453,-1.06191338179796,-1.0788868211327873,-1.0947343266201548,-1.1033838307821822,-1.1039200698852076,-1.1157739571143919,-1.1326861279740044,-1.087173160905654,0.036693960782807976
1.4444008469581604,0.6361596346097432,0.26345789432525635,0.059962570206044126,0.029,{'lasso__alpha': 0.029},-1.2438038610022781,-1.1313006107925454,-1.199268978114106,-1.2026151312872735,-1.1201717379568255,-1.1748627583034463,-1.1822555260029677,-1.0001299857107486,-1.156801073646274,0.06980678783817869,29,-1.0185670673632152,-1.0747495748406668,-1.0913131120916428,-1.1073846396536684,-1.1168650452182625,-1.1175318487095682,-1.1280277442988353,-1.1444575911090291,-1.0998620779106112,0.03666158848162291
1.413796305656433,0.6001864836549797,0.2707279324531555,0.06643958614918345,0.030000000000000002,{'lasso__alpha': 0.030000000000000002},-1.2547675743133313,-1.1431661955837442,-1.2111223208274493,-1.2152842392132688,-1.1335924532223165,-1.1863757027333115,-1.1915307898830143,-1.008195642545594,-1.1680043647902538,0.0705809286681359,30,-1.0310885924024282,-1.0878766028688918,-1.103954935116262,-1.1198542511591634,-1.1306117658271153,-1.130184624563738,-1.1404650282505981,-1.156515965310011,-1.112568970687276,0.03660844177951553
1.460854321718216,0.6557961632125574,0.2717379927635193,0.07966477679430697,0.031,{'lasso__alpha': 0.031},-1.2660067512185007,-1.1553517411409444,-1.223251672160847,-1.228199588839797,-1.1467523706774425,-1.198133214791928,-1.2011274026777161,-1.016650650437657,-1.179434173993104,0.07137895316287711,31,-1.0438766757398823,-1.1012840602504883,-1.116874846491632,-1.1325873052616668,-1.1439174839870092,-1.1429667947226463,-1.1531806850253512,-1.1688523257206096,-1.125442522149911,0.03650909585922834
1.4485385119915009,0.6291637904399078,0.26025548577308655,0.06531391489585339,0.032,{'lasso__alpha': 0.032},-1.2775141196753559,-1.1678472766147734,-1.2356487009463324,-1.2412629064783332,-1.1596598918320453,-1.209819986568794,-1.2110529065623024,-1.0254852179684832,-1.1910363758308025,0.07217535381672575,32,-1.0569216035393834,-1.1149618707411344,-1.1300632972955642,-1.14551496295764,-1.1568048811530816,-1.155936547669911,-1.1661274661315424,-1.1814579457647783,-1.1384735719066295,0.03636142225321438
1.4655164182186127,0.6076476909786116,0.2671210467815399,0.05799811009297205,0.033,{'lasso__alpha': 0.033},-1.289282495331616,-1.1802919787274848,-1.2477849594777766,-1.25345440433003,-1.1727191612127343,-1.2215873837065925,-1.2213138196908806,-1.0346895547100026,-1.2026404696483897,0.0728327284450486,33,-1.0702139768911878,-1.1285521834185133,-1.1429187286969549,-1.1578166142287292,-1.169843910715091,-1.1691235309317787,-1.1791608838387317,-1.1943242927041653,-1.151494265178144,0.03621755418865956
1.4276378750801086,0.6312016775006186,0.2935608923435211,0.08188349693453956,0.034,{'lasso__alpha': 0.034},-1.3013047999087222,-1.1922212107524728,-1.2600340675436281,-1.2658719863753436,-1.1854293284405883,-1.232826955833778,-1.2313201007821177,-1.0442540190859388,-1.2141578085903237,0.07347661560984749,34,-1.0837447003495007,-1.14167429665892,-1.1558685330386906,-1.1703614795803043,-1.1824973246565955,-1.1818252608439406,-1.1920046768583792,-1.2074430418728954,-1.1644274142324034,0.0360137623388073
1.2965844869613647,0.4770842149297166,0.23812279105186462,0.06506623261152898,0.035,{'lasso__alpha': 0.035},-1.3131423623217902,-1.203233442321679,-1.2725182666743347,-1.2785088311566308,-1.1983711700778132,-1.2443031094065067,-1.241231211787079,-1.0538571013716176,-1.2256456868896812,0.07415840567547069,35,-1.096936108887662,-1.1540881819920927,-1.1690548543753898,-1.1831418250409405,-1.1953884632153102,-1.1947543537049061,-1.2047820434534902,-1.2205856990410235,-1.1773414412138519,0.03598610932660593
1.2325340807437897,0.5157637500064378,0.23824381828308105,0.060540132906895694,0.036000000000000004,{'lasso__alpha': 0.036000000000000004},-1.3250245259080786,-1.2145043731203524,-1.285228749350565,-1.2913586127661558,-1.211537234067728,-1.2560210387469155,-1.2514336431785917,-1.0630391117668365,-1.2372684111131529,0.0750129473273089,36,-1.1100977630731592,-1.1667239889958574,-1.1824688096971328,-1.1961500945519126,-1.2085096930794723,-1.2078773027592475,-1.2177917934899187,-1.2334260778179031,-1.1903806904330754,0.03595124816119338
1.277607798576355,0.5741483194336537,0.24504628777503967,0.05992315317602586,0.037000000000000005,{'lasso__alpha': 0.037000000000000005},-1.3359454368541406,-1.2260268575479643,-1.297345750253911,-1.3044152046417752,-1.2248413915017944,-1.2679537324443217,-1.2619010246073445,-1.0725455534540922,-1.248871868913168,0.0756148049956665,37,-1.1225730047865823,-1.1795745782572566,-1.1952102223056138,-1.2093789234327588,-1.2217653896487934,-1.2210458286478005,-1.231022368771182,-1.2464902618191251,-1.203382572208639,0.0361799325533435
1.300865352153778,0.574288476778541,0.2536068260669708,0.046153814740605294,0.038,{'lasso__alpha': 0.038},-1.3466667307108557,-1.237935384727473,-1.308950995807283,-1.3176722721093945,-1.2382153241838276,-1.2801071694230393,-1.2725525347424558,-1.0821405778960835,-1.2605301237000517,0.07614822937299713,38,-1.13493585698566,-1.1924702448771858,-1.2074809385718832,-1.2228211362841375,-1.2350815798167216,-1.2344294222737777,-1.2443716767457593,-1.2595225426134138,-1.2163891747710673,0.03647918817822996
1.287257432937622,0.538715260980785,0.2496163249015808,0.06470092328220553,0.039,{'lasso__alpha': 0.039},-1.3575941434429701,-1.250169773612619,-1.3207568892805084,-1.3311239237190584,-1.251412364383856,-1.2919490495452441,-1.282549490470598,-1.0920012685712541,-1.2721946128782635,0.07665518261498902,39,-1.147489807210152,-1.2054624609649216,-1.219950465837297,-1.2364697962509898,-1.2482214082032257,-1.2474520015194877,-1.2570294157409834,-1.272720189686764,-1.2293494431767276,0.036643014919638624
1.3339033722877502,0.5846116093558477,0.2582807242870331,0.06292913165569597,0.04,{'lasso__alpha': 0.04},-1.3687227590558129,-1.2626282454093487,-1.3323223471681973,-1.3438044428969242,-1.2635291890638571,-1.3026610279529736,-1.2916789361406769,-1.1001786827967175,-1.2831907038105637,0.07758673334004748,40,-1.1602287341783102,-1.218648438600943,-1.232225400637171,-1.2492358524346407,-1.2602274140298946,-1.2591935855480834,-1.2688509384259956,-1.284572405088131,-1.2416478461178961,0.036297355557469074
1.3549933433532715,0.5849710160676952,0.2710210084915161,0.06420856161147767,0.041,{'lasso__alpha': 0.041},-1.379729683947946,-1.2753040442979504,-1.344032133794251,-1.3550456079544717,-1.2751629322088498,-1.313558992515099,-1.301050033839326,-1.1083953360004724,-1.2940348455697959,0.07839409416925328,41,-1.1727438836011546,-1.2320217843770762,-1.2446463691136331,-1.2604708491783472,-1.2718610410519904,-1.2711182116244855,-1.2808604293432586,-1.2964244264621874,-1.2537683743440167,0.035965080446721115
1.3117212653160095,0.5117439190213576,0.27092665433883667,0.05992045289271446,0.042,{'lasso__alpha': 0.042},-1.3905320672730679,-1.2877637357909564,-1.355120007872655,-1.3654516540165782,-1.2854482606097852,-1.3246395883993705,-1.3106549979463684,-1.1161225839127962,-1.304466611977697,0.07925560408526065,42,-1.1849232780672165,-1.2451574279571465,-1.2562765513915264,-1.2707621497481942,-1.2823868242566328,-1.2832223211470266,-1.2930576135028542,-1.3069175350183149,-1.265337962636114,0.035519467020525844
1.3522345125675201,0.5607793209281,0.25622323155403137,0.05772669801605606,0.043000000000000003,{'lasso__alpha': 0.043000000000000003},-1.4012716135643712,-1.2999365322350007,-1.3661146010422167,-1.3759736855636155,-1.2957408299738682,-1.3350552873528614,-1.3201563024071576,-1.1236882611906749,-1.3147421391662208,0.08015575403784889,43,-1.1969525908319942,-1.258011917997275,-1.2677846590782147,-1.2811772572946538,-1.2929387544883564,-1.2947831530112144,-1.3052625655258727,-1.3171082242758505,-1.276752390312929,0.035085152068453924
1.3582971394062042,0.5455061293363346,0.2773600220680237,0.07644886193935849,0.044000000000000004,{'lasso__alpha': 0.044000000000000004},-1.4120341683845798,-1.3115420207395072,-1.3766347153271308,-1.3866427559108432,-1.3059316354165853,-1.3442882342884273,-1.3287416404742152,-1.131352465822772,-1.3246459545455076,0.08098614074805358,44,-1.2089879532303198,-1.2701814654085886,-1.2785376696329458,-1.2917504622775677,-1.303418934842776,-1.3053165475095905,-1.3164707853602269,-1.3272924773913861,-1.2877445369566751,0.03456076903436996
1.3657134473323822,0.5892512940390906,0.2641918361186981,0.04981069871095594,0.045,{'lasso__alpha': 0.045},-1.421870110414686,-1.3232657940129697,-1.3872764397025013,-1.3974555930004944,-1.316280229491774,-1.3535749557976746,-1.3368691509028259,-1.1392306968000039,-1.3344778712653662,0.08165478136840026,45,-1.2199805420390204,-1.282439935859757,-1.289402273243997,-1.3024779224378256,-1.3140537740105473,-1.3158592103344142,-1.3268540379246283,-1.3376306172815093,-1.2985872891414623,0.034278603434646567
1.3482791185379028,0.526116096799106,0.27522528171539307,0.06728084076475566,0.046,{'lasso__alpha': 0.046},-1.4317878862340923,-1.3343531591134707,-1.3980657580509868,-1.4084091759604125,-1.3267839503125167,-1.362896930753854,-1.3451628255064982,-1.147324975063137,-1.344348082624371,0.08231521526561186,46,-1.2310783180630027,-1.2939046616368,-1.3004171763259282,-1.313355888425497,-1.3248404856901166,-1.3263602512556951,-1.337382832997792,-1.3481205788552906,-1.3094325241562652,0.03405712842917918
1.369757354259491,0.5603417622885154,0.2641051411628723,0.05261742044390579,0.047,{'lasso__alpha': 0.047},-1.441371379272692,-1.3455707486607371,-1.4089992763606731,-1.4193166812167723,-1.3374387144904674,-1.372370575376436,-1.3537023847700433,-1.1556175693710349,-1.354298416189857,0.08288751307963711,47,-1.2420084049857625,-1.3054784607853003,-1.3115785919152323,-1.324203219459988,-1.33577503574598,-1.3370069247920435,-1.3479915010162578,-1.3587558611601547,-1.32034974998259,0.03392049658514535
